"guide","dataset","product","table","variable","description","metadata_source","source_type","observed_in_generated_register"
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_div_frnkg_acnt_closg_bal_amt","Closing Franking Account Balance","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_div_frnkg_acnt_opng_bal_amt","Opening Franking Account Balance","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_divfrank","Dividends paid franked","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_divs_fcr_amt","Franking credits","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_divs_frnkg_tax_ofsts_excs_amt","Excess franking offsets","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_divufran","Unfranked dividends paid","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_dstst_cd","Gross distribution from trusts code","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_dvidausdexplrprspctttlddctamt","Total deduction - decline in value of intangible depreciating assets used in exploration/prospecting","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_dvodausdexplrprspctttlddctamt","Total deduction for decline in value of other depreciating assets used in exploration or prospecting","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_elgbl_ast_bbi_cd","Are you opting out of Backing business investment for some or all of your eligible assets?","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_elgbl_ast_clm_num","Temporary full expensing - Number of assets you are claiming for","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_elgbl_ast_opt_out_cd","Are you making a choice to opt out of temporary full expensing for some or all of your eligible assets","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_endofincmyradjstblvalstotlamt","Total adjustable values at end of income year","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_erlyst_yr_it_lblty_amt","Income tax liability for earliest year","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_erlyst_yr_net_exmt_incm_amt","Net exempt income for earliest year","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_esi_to_amt","Early stage investor tax offset C - current year tax offset T - Non-refundable carry forward tax offsets","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_esi_to_prvs_yr_amt","Early stage investor tax offset - tax offset carried forward from a previous year","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_esvclp_to_amt","Early stage venture capital limited partnership tax offset C - current year tax offset T - Non-refundable carry forward tax offsets","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_esvclp_to_prvs_yr_amt","Early stage venture capital limited partnership tax offset - tax offset carried forward from a previous year","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_exemptax","Exempt income","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_expnss_fincl_arngmts_tofa_amt","Expenses from financial arrangements (TOFA)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_extnlabr","Contractor, sub-contractor and commission expenses (previously labelled External labour costs)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_extraitm","Extraordinary revenue or expenses","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_f_ostran","Overseas transaction indicator","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fcrncy","Functional currency chosen","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fcrncyrt","Functional currency translation rate","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fedstk_adjstmt_adtnl_ai_amt","Feedstock adjustment - additional assessable income","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fees_and_chrgs_amt","Fees and charges","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fgnsiind","Foreign source income indicator","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_forgn_fincl_ent_tl_tfrd_in_amt","Tax losses transferred in","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_forgn_incm_grs_amt","Gross foreign income","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_franbalc","Franking account balance","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frgcontr","Fringe benefit employee contributions","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frgnshre","Percentage of Foreign Shareholding","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frkngdefto","Franking deficit tax offset","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frntaxcr","Foreign tax credits","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frrswexp","Foreign resident withholding expenses","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frrswinc","Gross payments subject to FRW (income item)","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frst_yr_ast_dprtn_bbi_ddctn_to","First year accelerated depreciation deductions for assets using Backing business Investment","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frstry_mngd_invmtschm_incm_amt","Forestry managed investment scheme income","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_frstrymngd_invmtschm_ddctn_amt","Forestry managed investment scheme deductions","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_ftcrsprd","Tax spared foreign tax credits","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2019_it_lblty_amt","Income Tax liability 2018-19","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2019_net_exmt_incm_amt","Net exempt income 2018-19","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2020_agrgtd_tnovr_amt","Aggregated turnover (Losses information) for 2019-20","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2020_agrgtd_tnovr_rng_cd","Select your aggregated turnover range (Losses information) for 2019-20","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2020_it_lblty_amt","Income Tax liability 2019-20","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2020_net_exmt_incm_amt","Net exempt income 2019-20","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2020_tax_rt","Tax rate 2019-20","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2020_to_fy_2019_tax_lss_cba","Tax loss 2019-20 carried back to 2018-19","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2021_agrgtd_tnovr_amt","Aggregated turnover (Losses information) for 2020-21","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2021_agrgtd_tnovr_rng_cd","Select your aggregated turnover range (Losses information) for 2020-21","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2021_it_lblty_amt","Income Tax liability 2020-21","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2021_net_exmt_incm_amt","Net exempt income 2020-21","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2021_tax_rt","Tax rate 2020-21","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2021_to_fy_2019_tax_lss_cba","Tax loss 2020-21 carried back to 2018-19","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2021_to_fy_2020_tax_lss_cba","Tax loss 2020-21 carried back to 2019-20","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2022_agrgtd_tnovr_amt","Aggregated turnover (Losses information) for 2021-22","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2022_agrgtd_tnovr_rng_cd","Select your aggregated turnover range (Losses information) for 2021-22","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2022_it_lblty_amt","Income Tax liability 2021-22","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2022_net_exmt_incm_amt","Net exempt income 2021-22","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2022_tax_rt","Tax rate 2021-22","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
"blade","BLADE","blade-table-06-business-income-tax-bit","Table 6: Business Income Tax (BIT)","c_fy_2022_to_fy_2019_tax_lss_cba","Tax loss 2021-22 carried back to 2018-19","inst/blade_metadata/variables.csv","BLADE metadata",TRUE
